Week,DJI,DJV,S&P,FTSE,FTV,STI,STIV,SG/D,P/D,SGPRIME,UKPRIME,USPRIME,USINF,UKINF,SGINF,DJI_Forecast,DJV_Forecast,S&P_Forecast,FTSE_Forecast,FTV_Forecast,STI_Forecast,STIV_Forecast,SG/D_Forecast,P/D_Forecast,SGPRIME_Forecast,UKPRIME_Forecast,USPRIME_Forecast,USINF_Forecast,UKINF_Forecast,SGINF_Forecast
32,2353.61,81817.3,297.47,2256.1,952498.0,1224.37,304013.0,0.4739,1.659,5.5,10.0,8.25,3.72,4.19,0.82,2353.278162792921,86737.2599609375,297.5965618056059,2251.607863998413,966678.603515625,1222.835033173561,1222.835033173561,0.4738098750777193,1.6546333581358195,5.51802034676075,10.013462781906128,8.271666569635272,3.75766118735075,4.230807344019413,4.230807344019413
33,2407.35,95810.3,304.81,2320.4,1208745.0,1236.6,224783.0,0.4715,1.63,5.5,10.0,8.25,3.72,4.19,0.82,2424.8844924926757,96746.93269042969,307.10293394088745,2334.3095630645753,1261278.08203125,1245.9206224441527,1245.9206224441527,0.4709028833461925,1.6235034941881894,5.482140436768532,9.992817103862762,8.246489614481106,3.7531024862825872,4.191974868820981,4.191974868820981
34,2428.41,123454.4,306.86,2284.0,1100942.0,1252.4,301439.0,0.4734,1.6245,5.5,10.0,8.25,3.72,4.19,0.82,2449.0183641052245,126806.24497070312,309.5273450469971,2302.8004474639893,1156643.2578125,1266.9040559768678,1266.9040559768678,0.47339370896193794,1.621212560299784,5.476366832852364,9.979792654514313,8.28350554406643,3.758547329604626,4.210620727911592,4.210620727911592
35,2409.76,90062.0,302.94,2269.8,747810.0,1261.18,249316.0,0.4722,1.6175,5.5,10.0,8.25,3.9,4.41,1.29,2424.7958438491823,83203.59765625,304.95488065719604,2286.063164520264,784675.76953125,1270.7109944152833,1270.7109944152833,0.47226780285184505,1.6164370746770873,5.480476871132851,9.995148837566376,8.261439784429967,3.935464733839035,4.426731262207031,4.426731262207031
36,2463.97,89139.1,308.29,2356.9,922917.0,1333.44,271424.0,0.47100000000000003,1.6182,5.5,10.0,8.25,3.9,4.41,1.29,2472.2207648468016,90123.90187988282,309.57440308570864,2365.0352767944337,969442.79296875,1337.4218344116211,1337.4218344116211,0.47088792262593054,1.6178615807758645,5.471358478069305,9.987399339675903,8.249257534800563,3.9290764458477496,4.387668572217226,4.387668572217226
37,2483.74,110777.3,310.42,2419.2,896211.0,1380.71,402967.0,0.4735,1.6369999999999998,5.5,10.0,8.25,3.9,4.41,1.29,2492.6664669418333,116449.35224609375,311.5262046289444,2423.2089364051817,965895.453125,1384.7108807182312,1384.7108807182312,0.4738547705709934,1.6363249134276991,5.492514923214912,9.98583459854126,8.263060002587736,3.911101388372481,4.410507354736328,4.410507354736328
38,2470.18,88005.7,308.47,2344.5,916374.0,1385.87,330440.0,0.4726,1.5975,5.5,10.0,8.25,3.9,4.41,1.29,2482.451735191345,95192.2283203125,310.0288072538376,2353.1284770965576,964660.25390625,1397.1394997787474,1397.1394997787474,0.4727674280210864,1.59638631736394,5.519472539424896,10.000241160392761,8.28002185933292,3.916155306249857,4.4482888801395895,4.4482888801395895
39,2539.54,103960.2,315.65,2383.1,906046.0,1383.1,240181.0,0.4738,1.6005,5.5,10.0,8.25,3.9,4.41,1.29,2552.4675436401367,110620.58037109375,317.56609001159666,2397.0078464508056,911153.3481445312,1389.2913900375365,1389.2913900375365,0.47360318966845516,1.5986090790824965,5.470155134797096,9.980617463588715,8.267431557178497,3.9288638919591903,4.411896667527035,4.411896667527035
40,2566.65,114184.3,318.45,2317.4,1017784.0,1407.22,197347.0,0.4738,1.58,5.5,10.0,8.25,4.29,4.4,1.4,2577.6363538742066,114974.60603027344,319.77956993579863,2325.146940612793,1044594.7734375,1412.862270565033,1412.862270565033,0.47414840212902054,1.578309544287622,5.490205988287926,9.99307233095169,8.252043709158897,4.3169730389118195,4.403009986830876,4.403009986830876
41,2669.32,127206.4,332.39,2286.1,1113746.0,1491.2,239084.0,0.4753,1.5795,5.5,11.0,8.25,4.29,4.4,1.4,2670.0296008062364,125649.5485595703,332.6387825453281,2287.3423317432403,1113865.036430359,1497.8591806411744,1497.8591806411744,0.47557314442559145,1.582288180252537,5.46047206223011,11.032169818878174,8.229489892721176,4.293879647003487,4.393062973022461,4.393062973022461
42,2665.82,121448.0,329.83,2197.6,807119.0,1432.9,169970.0,0.4756,1.6225,5.5,11.0,8.25,4.29,4.4,1.4,2676.2688372802736,130254.02734375,331.1103083658218,2204.949760055542,885395.578125,1440.9945177078248,1440.9945177078248,0.4763146259304136,1.6322533827647567,5.49512679874897,11.056966662406921,8.263093589805067,4.311780963987112,4.5077861785888675,4.5077861785888675
43,2701.85,115512.3,334.57,2249.6,785891.0,1505.4,169667.0,0.4745,1.618,5.5,11.0,8.25,4.29,4.4,1.4,2712.682842826843,125613.387890625,335.9136574935913,2254.5162974357604,847776.07421875,1505.895319068432,1505.895319068432,0.47538095007231457,1.6242159150838853,5.49740295112133,11.06947374343872,8.235216618515551,4.315118915364146,4.473776245117188,4.473776245117188
44,2602.04,107492.1,321.68,2249.5,785891.0,1426.31,158351.0,0.4763,1.6545,5.5,11.0,8.25,4.3,4.17,1.05,2622.594573059082,114990.81826171876,324.0900637435913,2265.807273864746,894751.8359375,1433.2486296272277,1433.2486296272277,0.47703589908424765,1.6557545353965835,5.474018856883049,11.046406388282776,8.248509645578451,4.329277980327606,4.255903361439705,4.255903361439705
45,2549.27,93254.3,313.92,2249.1,673157.0,1464.17,145329.0,0.4795,1.646,5.5,11.0,8.75,4.3,4.17,1.05,2558.5861554336548,93381.00264434815,316.02916233062746,2250.269560790062,728500.5234375,1456.1245307159425,1456.1245307159425,0.4800915124202147,1.6457270699532236,5.478488460183144,10.937940537929535,8.751944929244928,4.318783457577228,4.167701454209164,4.167701454209164
46,2530.19,97978.8,314.86,2279.8,653346.0,1434.2,81673.0,0.4782,1.646,5.5,11.0,8.75,4.3,4.17,1.05,2535.470164718628,101070.46162109375,316.60232184886934,2276.91998462677,663999.4482421875,1424.2508527755738,1424.2508527755738,0.47888798079155387,1.6459793435108585,5.520813941955566,10.96349173784256,8.78260651230812,4.3520316809415815,4.219855805933475,4.219855805933475
47,2585.67,98991.3,321.19,2352.4,835210.0,1366.78,109501.0,0.4782,1.6435,5.5,11.0,8.75,4.3,4.17,1.05,2588.97055975914,98839.77764587403,322.2101174020767,2344.3814558029176,865406.61328125,1360.3290317344665,1360.3290317344665,0.4795233806239441,1.6473216735702008,5.535553798079491,10.984347641468048,8.80062198266387,4.3572534687817095,4.235691187977791,4.235691187977791
48,2596.28,100969.7,321.83,2366.0,791544.0,1398.28,103819.0,0.4789,1.6255,5.5,11.0,8.75,4.3,4.17,1.05,2604.7476589965822,105450.8669921875,322.76453884124754,2363.5453777313232,803984.865234375,1402.0571563529968,1402.0571563529968,0.4797917290251702,1.6298960260227322,5.52728633582592,11.02280604839325,8.79534899815917,4.348910569399595,4.2336432617902755,4.2336432617902755
49,2551.08,109174.6,318.54,2359.8,850038.0,1449.0,93595.0,0.4769,1.643,5.5,11.0,9.25,4.48,4.47,0.81,2557.3533421325683,105263.96254882813,319.49249551534655,2370.0457475662233,836867.8037109375,1455.321886062622,1455.321886062622,0.4771424734266242,1.6436435364484787,5.488153949379921,10.993071615695953,9.266491428017616,4.513948794007302,4.479797478094697,4.479797478094697
50,2412.7,117129.5,305.23,2322.9,834269.0,1430.78,88875.0,0.478,1.6580000000000001,5.5,11.0,9.25,4.48,4.47,0.81,2424.3230306625364,120712.49731445312,307.08198080539705,2331.1743253707887,823224.4765625,1439.1726992416382,1439.1726992416382,0.47880894905840976,1.664493177264929,5.524754926562309,11.022493958473206,9.280334470793605,4.531644951105118,4.517232054173946,4.517232054173946
51,2027.85,336789.0,258.38,1943.8,1428338.0,967.95,171456.0,0.4785,1.649,5.5,11.0,9.25,4.48,4.47,0.81,2035.5955239295959,336933.6695251465,260.0153472471237,1938.9840891838073,1466645.60546875,959.3079721450806,959.3079721450806,0.4797829870684072,1.6581018676757813,5.532877549529076,11.002610445022583,9.295388218015432,4.531735360175372,4.535313339233398,4.535313339233398
52,1846.82,194088.4,233.28,1658.4,1472120.0,812.9,336556.0,0.4818,1.725,5.5,10.5,9.0,4.48,4.47,0.81,1839.7945817184448,125998.80625,233.78097292661667,1630.398125076294,1403665.953125,761.1970237731933,761.1970237731933,0.4851551836386323,1.7489097829908133,5.509976774454117,10.45356160402298,9.045958783477545,4.569639469981194,4.561732405126095,4.561732405126095
53,1945.29,148497.6,248.96,1608.1,1114507.0,857.5,336556.0,0.4863,1.7530000000000001,5.5,10.5,9.0,4.53,4.13,1.4,1931.4683380508422,91428.615625,247.70261844158173,1571.0253730773925,929914.21875,800.2565040588379,800.2565040588379,0.48996033520549537,1.7742348550558091,5.46598519384861,10.37623816728592,8.923189163208008,4.581127035170794,3.975183178782463,3.975183178782463
54,1899.2,116488.4,241.9,1639.3,1085586.0,780.8,156963.0,0.4895,1.7865,5.5,10.0,8.75,4.53,4.13,1.4,1869.819592666626,70666.49765625,237.51273050308228,1604.1810081481933,1019614.578125,743.3217475891113,743.3217475891113,0.49381974278762936,1.8104711478352546,5.490411400794983,9.899805963039398,8.660225860774517,4.542195234186948,4.005993728637695,4.005993728637695
55,1939.16,103978.9,245.55,1663.7,967805.0,836.6,124694.0,0.4892,1.7735,5.5,10.0,8.75,4.53,4.13,1.4,1913.0485879516602,101837.50180664062,242.62534766197206,1647.5391628265381,905670.1640625,815.628678894043,815.628678894043,0.4897779063794762,1.7656509800478817,5.427070811390877,9.88568639755249,8.664997853338718,4.4893693241477015,3.988555033802986,3.988555033802986
56,1946.95,62855.2,244.1,1664.1,676088.0,822.7,77695.0,0.491,1.7935,5.5,10.0,8.75,4.53,4.13,1.4,1946.8493679210544,67899.8689453125,244.5583749473095,1670.1200657844543,712901.88671875,819.739984703064,819.739984703064,0.49067428456875495,1.782285962574184,5.4413735419511795,9.909484565258026,8.715745940804482,4.518890890032053,4.047682267725468,4.047682267725468
57,1848.97,75609.4,233.45,1590.3,582559.0,782.4,84406.0,0.4931,1.8125,5.5,10.0,8.75,4.4,3.71,1.52,1843.3440425109864,82839.38779296874,233.68796659708022,1589.8515066683292,603043.548828125,776.5982522010803,776.5982522010803,0.4928643420647364,1.8050411120057106,5.4755048751831055,9.918979167938232,8.738591925241053,4.403725858638063,3.6272946959733963,3.6272946959733963
58,1902.52,109912.4,238.89,1639.3,729708.0,728.3,125505.0,0.4926,1.8045,5.5,9.5,8.75,4.4,3.71,1.52,1900.8864413690567,107208.85776367187,240.1682689332962,1633.6734202384948,770775.72265625,707.015181350708,707.015181350708,0.4923820114222122,1.7969910715781152,5.4730284512043,9.440415799617767,8.73395062983036,4.415930933877826,3.7015485382080078,3.7015485382080078
59,1974.47,121294.3,248.08,1689.8,729845.0,763.26,100822.0,0.5006,1.8359999999999999,5.5,9.5,8.75,4.4,3.71,1.52,1981.2664463233948,106540.911328125,249.21920295238496,1694.3317306518554,738273.0595703125,763.1961854046583,763.1961854046583,0.5013190863834694,1.830912547059357,5.4764856696128845,9.43718934059143,8.734129935503006,4.417246516421438,3.6780145271122455,3.6780145271122455
60,2005.64,129055.9,253.16,1771.4,782288.0,833.15,143902.0,0.5,1.8259999999999998,5.5,9.5,8.75,4.4,3.71,1.52,2032.9916788482667,118941.56796875,256.1394085025787,1791.291040802002,810969.859375,855.4207443237304,855.4207443237304,0.5010957245249301,1.8266505759083664,5.509184554219246,9.453790605068207,8.745411798357964,4.4359315611422065,3.7056943513825535,3.7056943513825535
61,1950.1,47004.7,247.86,1759.8,782288.0,823.58,139114.0,0.5019,1.8575,5.5,9.5,8.75,4.4,3.71,1.52,1977.4534030914306,47833.09532470703,250.694716796875,1785.655951309204,814847.423828125,851.1796742248536,851.1796742248536,0.5025931030657143,1.860716854063794,5.50465102493763,9.470253646373749,8.769751578569412,4.43116125240922,3.7115575408469885,3.7115575408469885
62,2037.8,82235.4,258.89,1787.1,782288.0,906.0,139114.0,0.4938,1.8095,5.5,9.5,8.75,4.04,3.3,0.7,2060.206496047974,106430.671484375,261.72510494232176,1801.764888381958,777759.4741210938,915.143630027771,915.143630027771,0.4936274147801567,1.807049809049815,5.483827918767929,9.471142649650574,8.76296518649906,4.072871853560209,3.292059325799346,3.292059325799346
63,1924.73,120514.6,245.81,1733.4,719355.0,853.9,139114.0,0.4941,1.8219999999999998,5.5,9.5,8.75,4.04,3.3,0.7,1912.5829510498047,122467.0716796875,245.1866228556633,1733.8739818573,697637.70703125,844.9634040832519,844.9634040832519,0.493690705439914,1.815479955010116,5.482997700572014,9.466950237751007,8.741961181163788,4.0475165098533035,3.2959939955733715,3.2959939955733715
64,1879.14,108146.5,242.63,1752.8,696592.0,924.0,192928.0,0.4944,1.797,5.5,9.5,8.75,4.04,3.3,0.7,1876.8747886562348,95215.2666015625,243.9785437631607,1754.594607758522,686922.9384765625,911.7980604171753,911.7980604171753,0.4938474475970492,1.7889691327959298,5.465092986822128,9.450424611568451,8.72874659486115,4.064528812617064,3.3023233413230626,3.3023233413230626
65,1911.14,55904.9,249.38,1765.2,600774.0,897.3,123093.0,0.4954,1.7830000000000001,5.5,9.5,8.75,4.04,3.3,0.7,1928.0928274536134,41373.9166015625,252.62145007133483,1778.5113479614258,648412.87890625,897.1519108742475,897.1519108742475,0.4948443682371639,1.7763085874654354,5.451222389936447,9.43493640422821,8.735247702337801,4.07683752939105,3.297065925505012,3.297065925505012
66,1924.57,122242.0,252.21,1766.3,707820.0,895.5,108628.0,0.4954,1.7619999999999998,5.5,10.0,8.625,3.91,3.29,2.21,1925.5172001194953,126483.29296875,252.61654438734055,1762.993994283676,732550.44140625,889.7188692092896,889.7188692092896,0.4955991279568756,1.7598637495078144,5.484563961625099,9.97092467546463,8.638495384715497,3.94256319090724,3.2664507301151753,3.2664507301151753
67,1962.04,130958.8,256.66,1718.5,623374.0,857.74,90183.0,0.4959,1.76,5.5,10.0,8.5,3.91,3.29,2.21,1961.1497384691238,125509.01630859375,257.0701776778698,1718.351024672389,636346.0107421875,851.1984345817566,851.1984345817566,0.49551042517679744,1.755757328812033,5.486666217446327,10.003044962882996,8.513026623986661,3.943933348953724,3.3558309906721115,3.3558309906721115
68,2000.99,76869.3,259.21,1748.1,515784.0,886.58,78752.0,0.4963,1.7535,5.5,10.0,8.5,3.91,3.29,2.21,2012.3761417770386,69332.56708984375,260.8481888389587,1760.385015106201,542900.0,891.172137336731,891.172137336731,0.4962652506958228,1.7498113751728088,5.466293349862099,10.017770648002625,8.484236121177673,3.9355541000515224,3.311306609734893,3.311306609734893
69,2039.95,112223.3,264.43,1760.1,562510.0,892.3,77568.0,0.4964,1.764,5.5,10.0,8.5,3.91,3.29,2.21,2055.965827178955,115411.57416992188,266.3421108055115,1774.475147819519,606403.90234375,899.356833744049,899.356833744049,0.4965906941179186,1.762135437257588,5.464812025427818,10.001438736915588,8.472498955205083,3.916984654814005,3.2647953414916993,3.2647953414916993
70,2071.29,107323.4,267.98,1808.7,732639.0,892.2,81156.0,0.4969,1.7685,5.5,10.0,8.5,3.89,3.48,1.87,2074.922802963257,106773.84018554687,268.7006630110741,1816.4377228736878,763004.1953125,895.8268289089203,895.8268289089203,0.49715475581060165,1.7654243807718157,5.479784265160561,9.984407603740692,8.47328762896359,3.8791208186745645,3.461172751635313,3.461172751635313
71,2074.27,86773.8,269.06,1815.3,793827.0,932.3,81156.0,0.4968,1.8482,5.5,10.0,8.5,3.89,3.48,1.87,2086.077548522949,94303.51826171875,270.49684339523316,1827.5028398513793,797968.1899414062,944.6569011688232,944.6569011688232,0.4971827618202195,1.847455808943417,5.498197481036186,10.004475474357605,8.49912381178001,3.8937224211264403,3.487626342587173,3.487626342587173
72,2064.32,76976.2,268.85,1825.7,874942.0,946.5,81156.0,0.4964,1.849,5.5,10.0,8.5,3.89,3.48,1.87,2089.50740272522,89234.983203125,271.7587874889374,1843.2540466308594,878223.6037597656,964.6304531097412,964.6304531097412,0.4976091030366719,1.8569226158559322,5.520807534456253,9.990176975727081,8.49702648841776,3.9162037198990585,3.4936919021606445,3.4936919021606445
73,2067.64,101352.4,268.91,1832.2,635885.0,961.5,163436.0,0.4961,1.8378,5.5,9.5,8.5,3.89,3.48,1.87,2077.6429706954955,112437.9537109375,270.2270133829117,1843.8451530456543,632319.6721191406,970.6108779907227,970.6108779907227,0.49723956443965434,1.8452101057834924,5.498468682169914,9.480417728424072,8.512264757417142,3.9111343560367824,3.5077793891727924,3.5077793891727924
74,1978.12,83300.9,258.07,1756.9,673133.0,930.0,130940.0,0.4988,1.8815,5.5,9.5,8.5,3.89,3.48,1.87,1982.6032787513732,80392.49545898437,258.80196655511855,1770.6312555313111,712689.70703125,937.408579826355,937.408579826355,0.4997569420362823,1.882405190652702,5.481853887438774,9.437633156776428,8.501655682804994,3.898469847030938,3.4521132274717092,3.4521132274717092
75,2061.67,62455.0,265.49,1745.0,673133.0,935.0,67745.0,0.4993,1.8719999999999999,5.5,9.5,8.5,3.87,3.93,1.51,2068.465075893402,58528.7255859375,267.021413435936,1745.6840475201607,676664.3620605469,927.5602784156799,927.5602784156799,0.4998479496321641,1.8717923043265472,5.491320222616196,9.428435623645782,8.478916408494115,3.8788386377319695,3.868771437853575,3.868771437853575
76,2107.1,99292.6,271.57,1810.4,638508.0,955.4,114749.0,0.4982,1.8382,5.5,9.0,8.5,3.87,3.93,1.51,2111.457780456543,100364.7444091797,272.3752769899368,1814.5101441383363,704344.6484375,954.7705328702926,954.7705328702926,0.4992351442033425,1.8387732534336858,5.487974837422371,8.950128734111786,8.492489710915834,3.8706018745480106,3.8675852569937708,3.8675852569937708
77,1985.41,120993.2,256.13,1786.8,691199.0,938.4,114749.0,0.4995,1.893,5.5,9.0,8.5,3.87,3.93,1.51,1984.290766272545,112838.5408203125,255.50024760246276,1795.2680452346801,717793.513671875,946.6207336425781,946.6207336425781,0.5006611972004176,1.8956654517278075,5.491346821188927,8.998643457889557,8.503320336109027,3.87159636605531,3.8976549918949606,3.8976549918949606
78,2047.16,96796.6,263.8,1806.7,689337.0,956.9,93835.0,0.4991,1.875,5.5,9.0,8.5,3.87,3.93,1.51,2060.916806373596,87730.1654296875,265.8447175502777,1815.2383157730103,691991.7927246094,958.3001903533935,958.3001903533935,0.49964851156892254,1.8779548814054579,5.503337636590004,8.963044345378876,8.494462907779962,3.8903753970563413,3.8974949645996095,3.8974949645996095
79,2036.31,84812.8,260.32,1794.7,689337.0,972.68,93835.0,0.4988,1.8657,5.5,9.0,8.5,3.91,4.22,1.63,2046.7370668029785,83553.93464355469,261.8993696641922,1801.8881713867188,718134.0,978.4412600326538,978.4412600326538,0.499572851111833,1.8680020280059426,5.495294064283371,8.934893071651459,8.506586744915694,3.9326339101791383,4.1797038254141805,4.1797038254141805
80,1965.85,108665.3,253.31,1756.8,724533.0,966.31,114762.0,0.4993,1.8816,5.5,9.0,9.0,3.91,4.22,1.63,1969.2491112709045,111908.22236328125,254.045164642334,1761.688569831848,753128.07421875,967.7433347082138,967.7433347082138,0.5002799883700908,1.8856446426719427,5.493094354867935,8.97578513622284,9.022376907989383,3.9330303425341846,4.22198535923846,4.22198535923846
81,1951.09,76741.6,251.35,1777.6,679089.0,975.01,122143.0,0.4966,1.8665,5.5,8.5,9.0,3.91,4.22,1.63,1952.6150606536864,76556.38662109376,252.27804819345474,1775.3785809040069,673816.65234375,967.285999546051,967.285999546051,0.49729502857513724,1.8701467702593655,5.520159408450127,8.50951075553894,9.009208738803864,3.938103331103921,4.256153983324766,4.256153983324766
82,1961.37,84150.1,253.76,1787.9,742796.0,969.42,119520.0,0.4959,1.8637,5.5,8.5,9.0,3.91,4.22,1.63,1960.6975970220565,84465.99065551758,253.77702345348894,1782.4342254638673,751724.0439453125,964.8471445274353,964.8471445274353,0.4973039578381926,1.870320476488024,5.52000518143177,8.49218475818634,9.01646514236927,3.929475929439068,4.205945510677993,4.205945510677993
83,2064.01,119872.9,266.69,1805.7,742796.0,1006.44,226405.0,0.4953,1.8130000000000002,5.5,8.5,9.0,3.93,4.61,1.39,2062.8389023637774,117575.75571289062,266.72089596889913,1800.4695927619935,761208.78515625,1002.812150182724,1002.812150182724,0.49656708345487716,1.8197263389937581,5.515813037753105,8.468858659267426,9.015309511683881,3.9482179361581804,4.605193290524185,4.605193290524185
84,2102.95,64471.0,271.52,1828.2,739193.0,1040.51,260239.0,0.4959,1.8095,5.5,9.5,9.0,3.93,4.61,1.39,2098.776230049133,56601.18212890625,271.06390043020247,1837.1547157287598,763399.619140625,1049.3190839385986,1049.3190839385986,0.4959385454077332,1.80721644663997,5.482035905122757,9.484364211559296,8.998083964106627,3.9218633922934534,4.570643578320742,4.570643578320742
85,2131.4,113909.5,274.45,1869.3,737466.0,1066.4,265743.0,0.4938,1.786,5.5,9.5,9.0,3.93,4.61,1.39,2140.3989337921143,129891.5146484375,275.83332986831664,1875.7674024581909,814819.578125,1069.4469210147859,1069.4469210147859,0.49340742823896,1.7887686543762684,5.488202825188637,9.549737811088562,9.022087974473834,3.947732933163643,4.67919002532959,4.67919002532959
86,2152.2,118719.6,275.66,1879.3,678509.0,1071.99,279871.0,0.4918,1.7690000000000001,5.5,10.0,9.0,3.93,4.61,1.39,2163.3524000167845,122913.271875,277.16593340396884,1890.9051473617553,735014.22265625,1078.294253578186,1078.294253578186,0.4915273400658742,1.767659541946836,5.491505816578865,10.090859651565552,9.02321825735271,3.957880983427167,4.7114846786856655,4.7114846786856655
87,2121.98,86612.3,270.98,1855.1,736985.0,1085.38,292567.0,0.4885,1.714,5.5,10.5,9.0,3.93,4.61,1.39,2132.2050928878784,94204.55341796875,272.73444328784944,1861.736118888855,788562.51953125,1087.111083750725,1087.111083750725,0.48820779265277087,1.712446287936531,5.493269890546799,10.580443024635315,9.032161220908165,3.971530475020409,4.743684352040291,4.743684352040291
88,2130.16,76866.6,272.02,1870.0,650217.0,1091.92,259717.0,0.4882,1.7145,5.5,11.0,9.0,4.15,4.81,1.61,2132.5661369895934,80507.63466796876,273.36660911560057,1870.153602808714,700623.0078125,1081.4753770065308,1081.4753770065308,0.48773752255532893,1.713662544205319,5.465083748102188,11.015059351921082,9.02325945906341,4.172977698594332,4.863506471216678,4.863506471216678
89,2104.37,76771.4,269.32,1871.3,623130.0,1109.19,158736.0,0.4883,1.6942,5.5,11.0,9.0,4.15,4.81,1.61,2101.2764388275145,88000.63828125,269.7700388801098,1864.1183970451355,658594.44140625,1100.7541822814942,1100.7541822814942,0.4879742021467071,1.693746194274444,5.486570402979851,11.08010995388031,9.02031672000885,4.1761247083544735,4.917759855687618,4.917759855687618
90,2110.6,81823.9,270.0,1867.2,607715.0,1145.54,223245.0,0.4894,1.7093,5.5,11.5,9.5,4.15,4.81,1.61,2103.7205310821532,87722.3326171875,269.61101907491684,1858.2744304656983,602438.4453125,1135.9196262741089,1135.9196262741089,0.48952957939179614,1.7087679799419828,5.502967715263367,11.577027320861816,9.51481822039932,4.168435997888446,4.882430416941642,4.882430416941642
91,2053.7,67118.9,262.5,1840.8,485984.0,1136.31,195625.0,0.4914,1.7405,5.5,11.5,9.5,4.15,4.81,1.61,2059.4970271110533,78406.7486328125,263.7831447124481,1835.2246954917907,543980.29296875,1129.3383441543579,1129.3383441543579,0.4923871635120362,1.7468120466656982,5.5489843636751175,11.561213731765747,9.545801904052496,4.194704370200634,4.939234313964843,4.939234313964843
92,2134.07,94097.4,272.98,1865.1,640500.0,1170.2,195625.0,0.4886,1.7122,5.25,11.5,9.5,4.01,5.68,1.5,2149.1817115020754,102650.5953125,275.5353424358368,1864.1465131402015,709882.8125,1166.8959748268128,1166.8959748268128,0.48960508262403307,1.7165768347240984,5.2858908623456955,11.534627556800842,9.535446614027023,4.05804203659296,5.781683236658573,5.781683236658573
93,2034.14,74660.4,261.9,1839.9,620715.0,1147.96,195625.0,0.489,1.6965,5.25,12.0,9.5,4.01,5.68,1.5,2052.5990606689456,77913.02841796874,263.41047885417936,1855.5325187683106,733213.3046875,1157.7640819168091,1157.7640819168091,0.4906335869440809,1.7032249536514281,5.284302920103073,12.0629802942276,9.55712267383933,4.051521903127432,5.780312992930412,5.780312992930412
94,2025.96,93550.7,260.77,1830.9,567640.0,1120.27,195625.0,0.4904,1.692,5.25,12.0,10.0,4.01,5.68,1.5,2026.1015852308274,94597.87517089843,261.41831727743147,1831.4471633672715,637049.609375,1108.2944941711426,1108.2944941711426,0.4906532523649279,1.6949928658623248,5.240155845880508,12.008918523788452,10.036433160305023,4.030261822268367,5.708143310919404,5.708143310919404
95,2026.67,72996.4,261.13,1819.2,459913.0,1065.03,189002.0,0.4907,1.6855,5.25,12.0,10.0,4.01,5.68,1.5,2028.9119691085816,69741.76547851562,261.867702190876,1816.9196550369263,495438.20703125,1054.0055868911743,1054.0055868911743,0.4913822317373008,1.6900806760899723,5.278138756752014,12.062184453010559,10.034126281738281,4.054806458055973,5.751060560643673,5.751060560643673
96,2031.65,59983.4,261.52,1753.6,459913.0,1036.59,177588.0,0.4891,1.6855,5.25,13.0,10.0,4.01,5.68,1.5,2032.940151000023,60433.606176757814,262.0101097714901,1743.2208391189574,491495.046875,1026.5970276260375,1026.5970276260375,0.4901107492562383,1.689056547453627,5.277441456913948,13.047516226768494,10.031774446368217,4.052893096804619,5.751405790746212,5.751405790746212
97,2065.79,61024.9,265.87,1756.1,510849.0,1063.2,150541.0,0.4907,1.7080000000000002,5.25,13.0,10.0,4.19,5.86,1.5,2063.758683242798,66053.80771484374,266.6052538108826,1742.4927164077758,606908.125,1043.621485900879,1043.621485900879,0.49157521597743037,1.7162864053547384,5.258595660328865,13.037444591522217,10.034280866384506,4.227550013512373,5.972834550440312,5.972834550440312
98,2100.64,80782.3,269.31,1765.1,592183.0,1067.52,92050.0,0.4889,1.6793,5.25,13.0,10.0,4.19,5.86,1.5,2107.006615772247,87182.3595703125,270.4492081975937,1767.6709812641143,636073.6328125,1068.6798547697067,1068.6798547697067,0.48963599396273494,1.682269230990857,5.241862177848816,13.07382583618164,10.004788473248482,4.214304298684001,5.950013504028321,5.950013504028321
99,2090.5,86354.6,270.16,1796.8,632284.0,1046.53,92050.0,0.4906,1.6738,5.25,13.0,10.0,4.19,5.86,1.5,2098.567262649536,88652.20522460938,270.8336977696419,1805.1376541137695,663667.392578125,1052.9270499038696,1052.9270499038696,0.4917041932739317,1.6803950420685112,5.23912900686264,13.08009660243988,10.014759390614927,4.2157793664932255,5.950539932250977,5.950539932250977
100,2085.53,63826.3,269.08,1812.5,622412.0,1030.3,68160.0,0.4901,1.69,5.25,13.0,10.0,4.19,5.86,1.5,2093.567777900696,63397.175610351565,269.8204704093933,1820.748127937317,625661.0400390625,1036.0254848480224,1036.0254848480224,0.49089115730477495,1.6943324320577084,5.245683655142784,12.996997356414795,10.009598642587662,4.211148482337594,5.8675922012329105,5.8675922012329105
101,2106.51,88431.6,271.86,1826.3,745923.0,993.18,68160.0,0.4906,1.6965,5.25,13.0,10.0,4.27,6.41,1.5,2114.780962715149,89871.29287109376,273.0600354528427,1831.4306920051574,723398.31640625,996.2992965507507,996.2992965507507,0.4908846151473932,1.6974109718957915,5.244011744856834,12.987158238887787,9.99417105363682,4.294215020239353,6.397794685177505,6.397794685177505
102,2126.24,76395.6,273.98,1814.3,791608.0,1004.18,87016.0,0.4917,1.733,5.25,13.0,10.0,4.27,6.41,1.5,2136.3771974945066,75677.83431396485,275.0626381444931,1824.5160053253173,790828.6541748047,1013.9142586517333,1013.9142586517333,0.49263143823323774,1.7368476015906782,5.256091445684433,13.007250785827637,10.020568832755089,4.300711140483617,6.425915298834443,6.425915298834443
